iter	Logloss
183	0.4432220023
184	0.4431718678
185	0.4430827444
186	0.4429391229
187	0.4427929972
188	0.4427423306
189	0.442665369
190	0.4425956989
191	0.4425072309
192	0.4424647074
193	0.4422822401
194	0.4421987084
195	0.442098504
196	0.4420177325
197	0.4419649587
198	0.4419237207
199	0.4418530517
200	0.4418126914
201	0.441759763
202	0.4417020801
203	0.4416375868
204	0.4415167795
205	0.4414488293
206	0.441399655
207	0.4413755935
208	0.4412773216
209	0.4411555473
210	0.4410647339
211	0.4410180367
212	0.4409484599
213	0.4408985364
214	0.4408314635
215	0.440753108
216	0.4406936409
217	0.4406473444
218	0.440584597
219	0.4405475238
220	0.4404810146
221	0.4404048886
222	0.4403622384
223	0.4403048215
224	0.4401872754
225	0.4400921123
226	0.4400535303
227	0.4400385415
228	0.4399902758
229	0.4399129544
230	0.4398369746
231	0.4397841931
232	0.4397502015
233	0.4397082817
234	0.4394947955
235	0.4394350034
236	0.4393852847
237	0.4393469823
238	0.439283408
239	0.4392144052
240	0.4391835253
241	0.4391214399
242	0.4390423879
243	0.4389697121
244	0.4389080982
245	0.4388542155
246	0.4387943426
247	0.4387309705
248	0.438694593
249	0.4386293744
250	0.438576737
251	0.4385280431
252	0.4384582532
253	0.4384271785
254	0.4383356573
255	0.43828454
256	0.4382329996
257	0.4381834529
258	0.4381216283
259	0.4380544102
260	0.4380324523
261	0.4380205698
262	0.4379669954
263	0.437937391
264	0.4379055576
265	0.4378784056
266	0.4378264292
267	0.4378121358
268	0.4377610782
269	0.4376986354
270	0.4376302977
271	0.4375610777
272	0.4375000805
273	0.4374308578
274	0.4373999291
275	0.4373519665
276	0.437306956
277	0.4372655162
278	0.4372550479
279	0.4372153386
280	0.4371819821
281	0.437112328
282	0.4370747747
283	0.4370566372
284	0.4369677938
285	0.4369299822
286	0.4368714848
287	0.4368133756
288	0.4367948917
289	0.4367460335
290	0.4367088033
291	0.4366518863
292	0.4366156046
293	0.4365752228
294	0.4365421658
295	0.4364686218
296	0.4363795613
297	0.4363174248
298	0.4362578943
299	0.4362031518
300	0.4361246683
301	0.436062761
302	0.4360602695
303	0.4360090308
304	0.4359714943
305	0.4358641446
306	0.4358077721
307	0.4357412405
308	0.4357035399
309	0.4356760501
310	0.4356083676
311	0.4355906105
312	0.4355051746
313	0.435449968
314	0.4353865539
315	0.4353480301
316	0.4352719509
317	0.4352273979
318	0.4351861462
319	0.4351460184
320	0.4350853383
321	0.4350590603
322	0.4350374814
323	0.4349988225
324	0.4349449144
325	0.4348973872
326	0.434843246
327	0.4347793749
328	0.4347621868
329	0.4347316464
330	0.4346972323
331	0.4346730699
332	0.43460632
333	0.4345549765
334	0.434517363
335	0.4344594353
336	0.4344358753
337	0.4343764961
338	0.4342813975
339	0.4342561709
340	0.4341984416
341	0.4341678464
342	0.4341244848
343	0.4340807741
344	0.4340658641
345	0.4340193168
346	0.4339836773
347	0.4339413588
348	0.4339017652
349	0.4338495888
350	0.4338078883
351	0.4337935168
352	0.4337559268
353	0.4337116813
354	0.4336568197
355	0.4335971514
356	0.4335705809
357	0.4335105226
358	0.4334801555
359	0.4334469213
360	0.4334141751
361	0.4333792547
362	0.4333391249
363	0.4333038879
364	0.4332112815
365	0.4331724246
366	0.4331495971
367	0.433106799
368	0.4330580897
369	0.4330186017
370	0.4330042154
371	0.4329589655
372	0.4329448909
373	0.4329037842
374	0.4328703043
375	0.4328068293
376	0.432778796
377	0.4327332932
378	0.4326816902
379	0.4324818866
380	0.4323890857
381	0.4323883026
382	0.4323116605
383	0.4322640218
384	0.4322473973
385	0.4321533952
386	0.4321040111
387	0.4320665417
388	0.4319580823
389	0.4319205107
390	0.4318937869
391	0.4318364501
392	0.4317944894
393	0.4317760216
394	0.4317260692
395	0.431660792
396	0.4316203601
397	0.4316002021
398	0.431551221
399	0.4315179821
400	0.4314816418
401	0.4314530978
402	0.4313954747
403	0.4313474143
404	0.4313113855
405	0.4312643068
406	0.4312121523
407	0.4311683612
408	0.4311238727
409	0.4310994905
410	0.4310281002
411	0.4310018388
412	0.4309692536
413	0.4309096973
414	0.4308718318
415	0.4308291363
416	0.4307750518
417	0.4307177384
418	0.4306534061
419	0.4306141211
420	0.4305710746
421	0.4304999234
422	0.4304619094
423	0.43040247
424	0.4303551994
425	0.4302979316
426	0.4302611931
427	0.4302336786
428	0.430176041
429	0.430146352
430	0.4301112409
431	0.4300956964
432	0.430066689
433	0.4300121419
434	0.4299869179
435	0.4299553622
436	0.429914122
437	0.4298895382
438	0.4298426507
439	0.4297934488
440	0.4297530003
441	0.4296924359
442	0.4296494061
443	0.4296075807
444	0.4295800034
445	0.4295514443
446	0.4295490617
447	0.4295012669
448	0.429449233
449	0.4294186454
450	0.4293806324
451	0.4293284529
452	0.429325946
453	0.4293126903
454	0.4292884869
455	0.4292671365
456	0.4292298807
457	0.429218131
458	0.4291786449
459	0.4291276917
460	0.4290988956
461	0.4290710168
462	0.4290484078
463	0.4289815232
464	0.4289182311
465	0.4288840059
466	0.4288302811
467	0.4288069928
468	0.4287676843
469	0.4287168576
470	0.4286831258
471	0.4286564055
472	0.4285883622
473	0.4285558682
474	0.4285302747
475	0.4284825903
476	0.4284352887
477	0.4284101841
478	0.4283885997
479	0.4283457524
480	0.4283234733
481	0.4282946765
482	0.4282825779
483	0.4282692252
484	0.4282246833
485	0.4281904643
486	0.4281889541
487	0.4281712338
488	0.4281362858
489	0.4281161158
490	0.4280998325
491	0.4280693691
492	0.4280142884
493	0.4279749261
494	0.4279042874
495	0.427877633
496	0.4278505991
497	0.4278228607
498	0.4277834511
499	0.4277534996
500	0.4276006266
501	0.4275648139
502	0.4275412197
503	0.4275324975
504	0.427478895
505	0.4274234668
506	0.4273944267
507	0.4273183102
508	0.4272756757
509	0.4272529608
510	0.4272094738
511	0.4271559099
512	0.4271283419
513	0.4270875285
514	0.4270518415
515	0.4270097833
516	0.426959183
517	0.4269146722
518	0.4268809248
519	0.4268353296
520	0.4267998099
521	0.4267860745
522	0.4267623623
523	0.4267133822
524	0.4267016961
525	0.4266617143
526	0.4266498292
527	0.4266032693
528	0.4265774079
529	0.4265573152
530	0.426513126
531	0.4264875658
532	0.4264654132
533	0.426430503
534	0.4264302613
535	0.4264067718
536	0.426386453
537	0.4263655931
538	0.4263427706
539	0.4263221578
540	0.4262835105
541	0.426249949
542	0.4262050822
543	0.4261540589
544	0.4261221675
545	0.4260803414
546	0.4260180016
547	0.4259927256
548	0.4259906832
549	0.4259421964
550	0.4259120618
551	0.4258750713
552	0.4258423878
553	0.4258060628
554	0.4257207449
555	0.4256864761
556	0.4256561922
557	0.4256320015
558	0.4255824537
559	0.4255602592
560	0.4255327081
561	0.4254641172
562	0.4254166461
563	0.4253867454
564	0.4253396102
565	0.4253210356
566	0.4252910738
567	0.4252507885
568	0.4252272844
569	0.4252088113
570	0.4252068311
571	0.4251875016
572	0.4251100702
573	0.4250674377
574	0.4250468858
575	0.4250311778
576	0.4250106198
577	0.4249666943
578	0.4249335379
579	0.4249015999
580	0.4248378228
581	0.4248040897
582	0.4247729419
583	0.4247488102
584	0.4246978921
585	0.4246805418
586	0.4246580413
587	0.4246259519
588	0.4245922434
589	0.4245635685
590	0.4245151904
591	0.4244926303
592	0.4244715195
593	0.4244710332
594	0.4244497371
595	0.4244236747
596	0.4244236155
597	0.4243980786
598	0.4243653396
599	0.4243113269
600	0.4242908862
601	0.4242620267
602	0.4242436109
603	0.4242050573
604	0.4241720415
605	0.4241450147
606	0.424117116
607	0.424104932
608	0.4240731701
609	0.4240538224
610	0.4240263573
611	0.423995749
612	0.4239381171
613	0.4239341353
614	0.4238877815
615	0.4238658101
616	0.4238368311
617	0.4238040096
618	0.4237736089
619	0.423736978
620	0.4237344984
621	0.4237105294
622	0.423681828
623	0.4236556645
624	0.4236298446
625	0.423603612
626	0.4235689805
627	0.4235452894
628	0.4235270034
629	0.4235155866
630	0.4234916536
631	0.4234618418
632	0.4234028988
633	0.4233774034
634	0.4233561551
635	0.4233130906
636	0.4232962245
637	0.4232351816
638	0.4232121547
639	0.4231824595
640	0.4231334592
641	0.4231281035
642	0.4231265161
643	0.4231013651
644	0.4230691983
645	0.4230313766
646	0.423009923
647	0.4229967068
648	0.4229511973
649	0.4229249039
650	0.4228928776
651	0.4228575535
652	0.4228232139
653	0.4228178018
654	0.4227916119
655	0.4227553248
656	0.4227114009
657	0.4226794589
658	0.4226394008
659	0.4225973156
660	0.4225654059
661	0.4225366283
662	0.4225138707
663	0.4224854748
664	0.4224401529
665	0.4224135046
666	0.422379223
667	0.4223418334
668	0.4223282869
669	0.4222999288
670	0.4222710517
671	0.4222222877
672	0.422200231
673	0.4221726543
674	0.4221333114
675	0.4221163306
676	0.4220963889
677	0.4219994611
678	0.421912889
679	0.4218805355
680	0.4218435133
681	0.4218141126
682	0.4217802459
683	0.4217746892
684	0.4217437684
685	0.4217071085
686	0.4217034969
687	0.4216757968
688	0.4216522397
689	0.4215671369
690	0.4215485246
691	0.4214818216
692	0.4214485617
693	0.4214230483
694	0.4213982956
695	0.4213580657
696	0.4213244034
697	0.4212883695
698	0.4212476458
699	0.4212288987
700	0.4212174559
701	0.4211787461
702	0.4211390637
703	0.4211078746
704	0.4210711657
705	0.4210291112
706	0.4210237983
707	0.4210028946
708	0.4209678758
709	0.4209304781
710	0.4209015044
711	0.4208853936
712	0.4208572148
713	0.4208122668
714	0.4207930877
715	0.4207464638
716	0.4207259638
717	0.4206951573
718	0.4206764483
719	0.4206391807
720	0.4206378153
721	0.4206120249
722	0.4205831644
723	0.4205513621
724	0.420545415
725	0.4205125083
726	0.4204929927
727	0.4204523425
728	0.420436765
729	0.4204014077
730	0.4203747031
731	0.4203461657
732	0.420318812
733	0.4202744295
734	0.4202019404
735	0.4201769513
736	0.4201693789
737	0.4201368887
738	0.4201154499
739	0.4200878895
740	0.4200653303
741	0.4200462837
742	0.420043026
743	0.4200374604
744	0.4200089805
745	0.4199816324
746	0.4199356727
747	0.4199064695
748	0.4198828699
749	0.4198586806
750	0.4197971482
751	0.4197247144
752	0.4196951438
753	0.4196607219
754	0.4196098296
755	0.4195914206
756	0.4195756591
757	0.4195545184
758	0.4195339169
759	0.4194979432
760	0.419469623
761	0.4194627218
762	0.4194234029
763	0.4193980697
764	0.4193722258
765	0.4193432495
766	0.419314994
767	0.4192742753
768	0.4192445126
769	0.4192016866
770	0.4191864646
771	0.4191832658
772	0.4191824845
773	0.4191428411
774	0.4191411576
775	0.4191141939
776	0.4190823758
777	0.4190443785
778	0.4190181759
779	0.4189972579
780	0.4189664711
781	0.4189458655
782	0.4189130337
783	0.4188700009
784	0.4188388295
785	0.4188246232
786	0.4187960173
787	0.4187787414
788	0.4187557956
789	0.4187400734
790	0.4187233363
791	0.4187168306
792	0.4186830828
793	0.4186633376
794	0.418653216
795	0.4186184053
796	0.4185991095
797	0.4185576754
798	0.4185367245
799	0.4185166307
800	0.4184885045
801	0.4184679512
802	0.4184292519
803	0.4183995663
804	0.4183771605
805	0.4183508137
806	0.418321651
807	0.4183000385
808	0.418299507
809	0.4182662895
810	0.4182550132
811	0.418233976
812	0.4182297197
813	0.4182010293
814	0.4181697393
815	0.4181365507
816	0.4181198547
817	0.4180940664
818	0.4180606046
819	0.4180218563
820	0.4180200272
821	0.4179872605
822	0.4179668754
823	0.4179459517
824	0.417929554
825	0.4179040613
826	0.4178817355
827	0.4178675526
828	0.4178417547
829	0.4178193587
830	0.417799211
831	0.4177684015
832	0.417756076
833	0.4177358976
834	0.4177358358
835	0.4177057518
836	0.4176787856
837	0.4176520018
838	0.4176292968
839	0.4175953556
840	0.4175809237
841	0.4175605426
842	0.4175589731
843	0.4175574077
844	0.417520631
845	0.4174851968
846	0.4174589856
847	0.4174252453
848	0.4174066175
849	0.4173908115
850	0.4173907848
851	0.4173709813
852	0.4173024382
853	0.4172791375
854	0.4172454547
855	0.4172059295
856	0.4171784381
857	0.4171405992
858	0.4171130604
859	0.41708318
860	0.4170422896
861	0.4170228842
862	0.4169890977
863	0.4169619543
864	0.4169458748
865	0.4169311345
866	0.416910848
867	0.416886265
868	0.416863194
869	0.4168316255
870	0.416810803
871	0.4167884642
872	0.4167819524
873	0.4167541299
874	0.4166597062
875	0.4166384625
876	0.4166382105
877	0.4166320821
878	0.4165997037
879	0.4165825439
880	0.4165813531
881	0.4165709119
882	0.4165506651
883	0.4165299233
884	0.4165111924
885	0.416498694
886	0.4164549398
887	0.4164370841
888	0.4164202787
889	0.4164112667
890	0.4163845878
891	0.4163443206
892	0.4163054598
893	0.4162882685
894	0.4162717399
895	0.4162582259
896	0.4162323531
897	0.4162046764
898	0.4161939486
899	0.4161689006
900	0.4161402383
901	0.4161281655
902	0.4161280944
903	0.4160822812
904	0.4160721738
905	0.4160522096
906	0.4160251044
907	0.4160022498
908	0.4159889923
909	0.4159614732
910	0.4159481814
911	0.4159478109
912	0.4159287366
913	0.4159007579
914	0.4158932738
915	0.4158728104
916	0.4158478602
917	0.4158309837
918	0.4158120229
919	0.4157851483
920	0.4157355405
921	0.4157051188
922	0.4157050503
923	0.4156944135
924	0.4156802399
925	0.4156775657
926	0.4156670825
927	0.4156319997
928	0.4156147393
929	0.4156014966
930	0.4155578153
931	0.415513356
932	0.4155128136
933	0.4154980742
934	0.415476741
935	0.4154665146
936	0.4154481796
937	0.4154357724
938	0.415408462
939	0.4153855551
940	0.4153454046
941	0.4153280838
942	0.4153072289
943	0.4152902045
944	0.4152657883
945	0.4152372661
946	0.4152073118
947	0.4151789403
948	0.4151604498
949	0.4151297174
950	0.4151076714
951	0.4150904432
952	0.4150749241
953	0.4150450713
954	0.4150284357
955	0.4149973198
956	0.4149800124
957	0.4149570239
958	0.4148195555
959	0.4148044712
960	0.4147912378
961	0.4147655601
962	0.4147571973
963	0.4147386353
964	0.4147195121
965	0.4146865991
966	0.4146560518
967	0.4146232808
968	0.414612695
969	0.4145908391
970	0.4145667622
971	0.4145383098
972	0.4145139264
973	0.4145004
974	0.4144716361
975	0.4144533076
976	0.4144458299
977	0.4144457316
978	0.4144321779
979	0.4144233034
980	0.4143958548
981	0.4143600933
982	0.4143345316
983	0.4143055409
984	0.4143040441
985	0.4142513904
986	0.4142261234
987	0.4142010174
988	0.4141998437
989	0.4141665942
990	0.4141418738
991	0.4141029643
992	0.414100677
993	0.4140725243
994	0.4140683431
995	0.4140528509
996	0.4140259315
997	0.4140076307
998	0.4140059755
999	0.4139869154
